timestamp_ms,vehicles_left,intensity_left,vehicles_right,intensity_right
18200.0,1,Smooth,2,Smooth
18233.333333333336,1,Smooth,2,Smooth
18266.666666666664,1,Smooth,2,Smooth
18300.0,1,Smooth,2,Smooth
18333.333333333332,1,Smooth,2,Smooth
18366.666666666668,1,Smooth,2,Smooth
18400.0,1,Smooth,2,Smooth
18433.333333333332,1,Smooth,2,Smooth
18466.666666666664,1,Smooth,2,Smooth
18500.0,1,Smooth,2,Smooth
18533.333333333332,1,Smooth,2,Smooth
18566.666666666668,1,Smooth,2,Smooth
18600.0,1,Smooth,2,Smooth
18633.333333333332,1,Smooth,2,Smooth
18666.666666666668,1,Smooth,2,Smooth
18700.0,1,Smooth,2,Smooth
18733.333333333336,1,Smooth,2,Smooth
18766.666666666664,1,Smooth,2,Smooth
18800.0,1,Smooth,2,Smooth
18833.333333333332,1,Smooth,2,Smooth
18866.666666666668,1,Smooth,2,Smooth
18900.0,1,Smooth,2,Smooth
18933.333333333332,1,Smooth,2,Smooth
18966.666666666664,1,Smooth,2,Smooth
19000.0,1,Smooth,1,Smooth
19033.333333333332,2,Smooth,1,Smooth
19066.666666666668,1,Smooth,1,Smooth
19100.0,0,Smooth,1,Smooth
19133.333333333332,0,Smooth,1,Smooth
19166.666666666668,1,Smooth,0,Smooth
19200.0,1,Smooth,0,Smooth
19233.333333333336,1,Smooth,0,Smooth
19266.666666666664,2,Smooth,0,Smooth
19300.0,2,Smooth,0,Smooth
19333.333333333332,2,Smooth,0,Smooth
19366.666666666668,2,Smooth,0,Smooth
19400.0,2,Smooth,0,Smooth
19433.333333333332,2,Smooth,0,Smooth
19466.666666666664,2,Smooth,0,Smooth
19500.0,2,Smooth,0,Smooth
19533.333333333332,2,Smooth,0,Smooth
19566.666666666668,2,Smooth,0,Smooth
19600.0,2,Smooth,0,Smooth
19633.333333333332,2,Smooth,0,Smooth
19666.666666666668,2,Smooth,0,Smooth
19700.0,2,Smooth,0,Smooth
19733.333333333336,2,Smooth,0,Smooth
19766.666666666664,2,Smooth,0,Smooth
19800.0,2,Smooth,0,Smooth
19833.333333333332,2,Smooth,0,Smooth
19866.666666666668,2,Smooth,0,Smooth
19900.0,2,Smooth,0,Smooth
19933.333333333332,2,Smooth,0,Smooth
19966.666666666664,2,Smooth,0,Smooth
20000.0,2,Smooth,0,Smooth
